Field_1,carat,cut,cut_ord,color,clarity,clarity_ord,price
1928,1.04,Ideal,5,G,VS2,5,6596.28799476138
1929,0.71,Very Good,3,F,VS2,5,3713.31595080429
1930,0.34,Premium,4,I,VVS1,7,145.046616203348
1931,0.3,Very Good,3,G,VVS1,7,710.234998484942
1932,0.71,Premium,4,D,VS2,5,4034.16851850002
1933,2.28,Premium,4,H,SI2,2,15420.9361601933
1934,0.72,Very Good,3,E,SI1,3,3249.04071836238
1935,0.91,Good,2,E,VS2,5,5399.31848720682
1936,0.5,Very Good,3,E,VS1,4,2257.93340416196
1937,0.91,Premium,4,F,SI2,2,3912.7100828557
1938,0.3,Ideal,5,E,VS2,5,312.920399543895
1939,0.41,Premium,4,E,SI2,2,-437.567453062502
1940,0.71,Premium,4,I,VVS1,7,3433.38903387066
1941,0.92,Good,2,E,SI1,3,4841.61482086243
1942,0.3,Ideal,5,D,VS2,5,518.16316054523
1943,0.7,Premium,4,H,SI1,3,2332.5171384879
1944,2.36,Premium,4,H,SI2,2,16131.9291153646
1945,0.35,Ideal,5,I,IF,8,725.757345167611
1946,0.7,Ideal,5,E,VS1,4,4185.43070218032
1947,0.81,Ideal,5,J,VS2,5,2729.38971726521
1948,0.53,Ideal,5,G,SI2,2,463.438276875494
1949,1.07,Ideal,5,G,SI1,3,6216.33256720981
1950,1.51,Very Good,3,J,VS1,4,9118.10869170396
1951,0.31,Ideal,5,F,VS2,5,308.366085037822
1952,1.61,Premium,4,H,SI1,3,10420.0620035616
1953,0.3,Good,2,G,VVS2,6,421.281097303213
1954,0.39,Ideal,5,D,VVS2,6,2054.63136850772
1955,0.43,Ideal,5,E,VVS2,6,2204.88508509204
1956,1.04,Premium,4,I,SI1,3,4879.01043906323
1957,0.35,Ideal,5,E,VS2,5,757.290996525963
1958,1.02,Very Good,3,F,SI1,3,5821.83586635231
1959,0.92,Ideal,5,G,VS2,5,5529.79856200441
1960,0.9,Very Good,3,F,VS1,4,5719.46974611602
1961,0.59,Very Good,3,D,SI1,3,2298.91992721033
1962,1.09,Ideal,5,H,SI1,3,5926.44133224621
1963,0.5,Ideal,5,E,VS2,5,2090.40278747217
1964,0.81,Premium,4,H,SI2,2,2356.44060892048
1965,0.54,Good,2,H,VS1,4,1667.56488244582
1966,0.52,Ideal,5,D,VS2,5,2473.39378726633
1967,0.92,Premium,4,F,SI2,2,4001.58420225212
1968,2.12,Very Good,3,H,SI2,2,13976.7688770588
1969,2.01,Good,2,I,SI2,2,12339.0185193673
1970,1.2,Very Good,3,F,VVS2,6,8804.74893462333
1971,1.18,Premium,4,G,SI2,2,6112.42250034422
1972,0.61,Ideal,5,F,VS1,4,3292.13519371011
1973,1.06,Very Good,3,F,VS2,5,6823.91012967877
1974,0.42,Premium,4,H,VVS1,7,1331.2663302774
1975,0.51,Premium,4,D,VS2,5,2256.68613057175
1976,0.3,Ideal,5,E,VVS1,7,1153.56714869217
1977,0.31,Ideal,5,E,VS2,5,401.794518940308
1978,1.11,Very Good,3,H,SI1,3,5954.17466094895
1979,0.31,Premium,4,H,VVS2,6,249.60540116334
1980,0.72,Ideal,5,G,VS2,5,3752.31617407613
1981,0.76,Very Good,3,I,SI1,3,2368.35372317173
1982,0.35,Premium,4,F,VS2,5,536.029025325307
1983,0.8,Good,2,G,VS2,5,4128.38593372913
1984,1.02,Premium,4,D,SI2,2,5188.99659112008
1985,0.7,Ideal,5,F,SI1,3,3127.87895575715
1986,1.13,Ideal,5,G,VS2,5,7396.1550693291
1987,1.01,Fair,1,E,SI2,2,4005.62304947222
1988,0.57,Very Good,3,D,SI1,3,2121.17168841751
1989,2.01,Good,2,G,SI2,2,13281.8847520264
1990,0.52,Ideal,5,G,SI2,2,374.56415747908
1991,1.51,Good,2,I,SI1,3,8849.00439247454
1992,1.64,Ideal,5,G,VVS2,6,12665.336291941
1993,0.8,Fair,1,G,SI2,2,1845.94930203039
1994,0.3,Good,2,D,VS2,5,183.239965026916
1995,0.43,Ideal,5,G,IF,8,2379.61653299809
1996,0.32,Ideal,5,G,VS2,5,197.351398219583
1997,0.31,Ideal,5,E,VS1,4,719.340045720181
1998,2.16,Ideal,5,I,SI2,2,14007.0535058318
1999,0.6,Ideal,5,G,VS2,5,2685.82674131917
2000,1.25,Very Good,3,I,SI1,3,6723.185573596
2001,1.71,Premium,4,G,SI1,3,11776.4426712821
2002,0.42,Ideal,5,F,VVS2,6,2022.58253179314
2003,0.31,Good,2,F,SI1,3,-673.134896221297
2004,0.9,Good,2,D,SI1,3,4869.10934307094
2005,0.31,Good,2,F,VVS2,6,710.04402291428
2006,0.55,Very Good,3,E,VS2,5,2384.75847436415
2007,1.32,Very Good,3,G,SI2,2,7334.47879910209
2008,0.79,Ideal,5,F,SI2,2,2974.05418739691
2009,0.4,Ideal,5,F,VS2,5,1108.23315960555
2010,0.31,Ideal,5,G,VVS1,7,949.124027971444
2011,0.7,Very Good,3,F,SI1,3,2977.86404566707
2012,0.9,Good,2,D,VS2,5,5515.68712881174
2013,0.36,Premium,4,E,VS2,5,718.331578624207
2014,0.51,Very Good,3,E,VS2,5,2029.2619967785
2015,0.34,Ideal,5,G,SI1,3,-271.478148728396
2016,0.31,Very Good,3,G,SI1,3,-688.115417007726
2017,0.41,Premium,4,F,VS2,5,1069.27374170379
2018,1.73,Premium,4,H,SI1,3,11486.5514363185
2019,0.31,Ideal,5,F,IF,8,1513.01590645578
2020,0.28,Ideal,5,E,VVS2,6,871.773294145838
2021,0.32,Very Good,3,D,SI1,3,-100.681296492837
2022,0.51,Very Good,3,G,VS2,5,1735.94475666136
2023,1.21,Ideal,5,F,SI2,2,6706.76720204629
2024,0.71,Very Good,3,D,VS2,5,4011.98714570811
2025,0.9,Very Good,3,E,SI1,3,4848.77486749783
2026,0.92,Premium,4,J,VS2,5,3579.17149332759
2027,0.41,Ideal,5,E,VS2,5,1290.53571290445
2028,1.11,Premium,4,G,SI2,2,5490.30366456932
2029,0.58,Premium,4,E,VS2,5,2673.56220534531
2030,0.25,Very Good,3,G,VS2,5,-574.782347645401
2031,1,Good,2,E,SI2,2,4598.91593310577
2032,1.01,Very Good,3,G,VS1,4,6497.19625326192
2033,0.37,Very Good,3,D,VVS1,7,1830.91383537831
2034,1.15,Ideal,5,G,VVS1,7,8414.5500572702
2035,1.2,Ideal,5,G,VS1,4,8335.81943188387
2036,1.5,Good,2,H,VS1,4,10199.4803445015
2037,1.5,Ideal,5,H,VS1,4,10534.4035400199
2038,0.84,Good,2,G,SI1,3,3837.30462557398
2039,0.51,Premium,4,F,VVS2,6,2694.6160690627
2040,1.54,Ideal,5,G,SI2,2,9439.72433591329
2041,0.35,Good,2,E,VS1,4,739.913327787523
2042,1.01,Premium,4,G,VS2,5,6201.83209927396
2043,1.11,Very Good,3,F,VVS1,7,8108.92747580911
2044,1.16,Premium,4,G,VVS1,7,8375.59063936845
2045,1.01,Fair,1,G,SI1,3,4665.99765228306
2046,1.26,Ideal,5,J,SI1,3,6082.14730436303
2047,1.03,Ideal,5,G,VVS1,7,7348.06062451324
2048,0.53,Ideal,5,E,VS2,5,2357.02514566141
2049,0.3,Ideal,5,D,VS1,4,835.708687325103
2050,1.06,Premium,4,G,SI2,2,5045.93306758726
2051,1.22,Premium,4,H,VS1,4,7918.0946596221
2052,0.39,Very Good,3,E,VS1,4,1280.3180908014
2053,0.7,Very Good,3,F,VS2,5,3624.44183140787
2054,1.5,Premium,4,E,SI1,3,10203.4034040746
2055,0.72,Very Good,3,E,SI1,3,3249.04071836238
2056,1.03,Ideal,5,G,SI1,3,5860.83608962416
2057,0.31,Good,2,G,SI1,3,-873.023702435952
2058,2.51,Very Good,3,I,SI2,2,16967.6327746162
2059,2.63,Ideal,5,J,SI2,2,17304.2098187437
2060,1.27,Ideal,5,G,VS2,5,8640.39274087889
2061,0.81,Premium,4,D,SI1,3,4276.33192672336
2062,0.9,Ideal,5,G,SI1,3,4705.47253747078
2063,0.33,Ideal,5,E,VS2,5,579.542757733137
2064,1.61,Ideal,5,G,VS1,4,11979.6583271368
2065,0.36,Ideal,5,F,VS2,5,752.736682019891
2066,1.3,Premium,4,D,SI1,3,8631.16377714763
2067,0.9,Fair,1,H,VS2,5,3867.32065090688
2068,1,Good,2,D,SI1,3,5757.85053703508
2069,1.52,Very Good,3,D,SI2,2,9610.52118814884
2070,0.55,Very Good,3,D,VS2,5,2590.00123536549
2071,1,Very Good,3,I,VS1,4,5465.45590120634
2072,0.34,Premium,4,I,VVS1,7,145.046616203348
2073,0.53,Very Good,3,F,VS2,5,2113.58180166884
2074,0.7,Premium,4,F,SI1,3,3000.04541845898
2075,1.18,Premium,4,I,VS1,4,7087.3714231337
2076,0.42,Ideal,5,G,SI1,3,439.514806442915
2077,2.26,Ideal,5,I,SI2,2,14895.7946997959
2078,0.42,Very Good,3,H,VS2,5,468.438208337202
2079,0.73,Ideal,5,I,VS1,4,3215.86958759325
2080,0.31,Ideal,5,E,VS2,5,401.794518940308
2081,0.74,Ideal,5,F,VS1,4,4447.49874586349
2082,1.31,Premium,4,J,SI1,3,6398.68436404693
2083,1.01,Good,2,E,VS2,5,6288.05968117096
2084,0.4,Premium,4,F,SI1,3,333.82183656657
2085,0.4,Very Good,3,E,VS2,5,1051.64668341794
2086,1.52,Very Good,3,F,VS2,5,10912.1196219138
2087,0.32,Premium,4,G,SI1,3,-577.059924819393
2088,0.3,Ideal,5,E,SI1,3,-333.657386196911
2089,0.61,Ideal,5,E,VS1,4,3385.5636276126
2090,2,Very Good,3,J,SI1,3,12508.8172296076
2091,0.51,Ideal,5,D,VS1,4,2702.06519464979
2092,0.7,Ideal,5,F,SI1,3,3127.87895575715
2093,0.91,Very Good,3,D,SI2,2,4189.19990496761
2094,0.71,Very Good,3,G,VVS2,6,4250.0282779844
2095,0.42,Ideal,5,D,VS2,5,1584.6525933022
2096,1.56,Very Good,3,H,SI2,2,8999.8181908596
2097,0.33,Ideal,5,E,VS2,5,579.542757733137
2098,0.54,Ideal,5,F,VS1,4,2670.01635793521
2099,0.36,Ideal,5,E,SI1,3,199.587330181571
2100,1.21,Premium,4,H,VS1,4,7829.22054022568
2101,0.27,Very Good,3,D,VS2,5,101.5258922659
2102,2.07,Premium,4,H,SI1,3,14508.2714957966
2103,0.3,Very Good,3,I,VS2,5,-1073.2779833225
2104,0.31,Very Good,3,G,VVS1,7,799.109117881356
2105,1.51,Premium,4,E,SI1,3,10292.277523471
2106,0.41,Premium,4,D,SI2,2,-232.324692061167
2107,0.43,Ideal,5,F,SI1,3,728.277732053982
2108,2.02,Premium,4,F,SI2,2,13777.7373358576
2109,0.71,Very Good,3,I,VS1,4,2888.10643871034
2110,0.25,Ideal,5,I,VS2,5,-1367.63367021448
2111,0.3,Ideal,5,G,VVS1,7,860.249908575031
2112,0.48,Premium,4,F,VS2,5,1691.39257747869
2113,0.73,Ideal,5,G,VS2,5,3841.19029347255
2114,0.35,Ideal,5,H,VVS1,7,836.981031800669
2115,0.73,Premium,4,E,SI2,2,2406.40436762274
2116,0.72,Ideal,5,H,VVS2,6,4021.27783371448
2117,0.6,Very Good,3,E,SI2,2,1228.85944267744
2118,1.5,Very Good,3,E,SI2,2,9227.53018835468
2119,0.31,Ideal,5,G,VVS1,7,949.124027971444
2120,1,Good,2,F,SI1,3,5459.17934213125
2121,0.78,Good,2,F,VS1,4,4468.07202793083
2122,1.76,Ideal,5,I,VS1,4,12369.9038854239
2123,0.9,Premium,4,E,SI1,3,4870.95624028975
2124,1,Good,2,D,VS2,5,6404.42832277588
2125,0.7,Premium,4,G,SI1,3,2800.15661224433
2126,0.41,Premium,4,G,VVS2,6,1605.98606888391
2127,0.52,Ideal,5,D,VS1,4,2790.93931404621
2128,0.64,Premium,4,D,SI2,2,1811.78005405635
2129,0.91,Premium,4,E,SI1,3,4959.83035968616
2130,0.51,Ideal,5,D,VS2,5,2384.51966786992
2131,0.3,Good,2,E,VVS2,6,714.598337420352
2132,0.47,Good,2,F,VS1,4,1712.974326642
2133,0.71,Ideal,5,F,VVS1,7,4703.97761004265
2134,0.31,Ideal,5,F,VVS2,6,1044.96721843259
2135,0.3,Ideal,5,H,VVS2,6,288.564819065096
2136,1,Premium,4,H,SI1,3,4998.74072038031
2137,0.33,Ideal,5,E,VS2,5,579.542757733137
2138,1.04,Premium,4,F,SI2,2,5068.07363500908
2139,0.71,Very Good,3,E,VS2,5,3806.74438470677
2140,1.05,Very Good,3,E,SI2,2,5228.19481551606
2141,0.42,Ideal,5,H,VVS1,7,1459.09986757557
2142,0.33,Very Good,3,H,IF,8,873.220955187434
2143,0.32,Premium,4,I,VS2,5,-873.348371737755
2144,1.01,Good,2,I,SI2,2,3451.60657972588
2145,0.5,Ideal,5,G,VVS1,7,2637.73229650331
2146,0.3,Premium,4,E,VS1,4,502.632389025598
2147,0.53,Ideal,5,D,VS2,5,2562.26790666275
2148,1.04,Ideal,5,F,SI1,3,6149.59901523522
2149,0.7,Ideal,5,E,VS1,4,4185.43070218032
2150,0.36,Premium,4,D,VS2,5,923.574339625543
2151,0.27,Ideal,5,E,VS2,5,46.2980413546529
2152,0.39,Ideal,5,E,VS2,5,1112.78747411162
2153,0.68,Ideal,5,E,VS1,4,4007.68246338749
2154,0.7,Ideal,5,F,VS2,5,3774.45674149796
2155,0.31,Ideal,5,F,IF,8,1513.01590645578
2156,0.4,Ideal,5,F,VS1,4,1425.77868638542
2157,0.43,Ideal,5,F,SI1,3,728.277732053982
2158,0.24,Very Good,3,F,VVS1,7,376.879088321113
2159,1,Premium,4,E,SI1,3,5759.69743425388
2160,1.61,Premium,4,J,SI2,2,8111.21610301137
2161,0.3,Very Good,3,J,VS1,4,-1635.65975526211
2162,1,Ideal,5,D,SI1,3,6092.77373255339
2163,0.71,Premium,4,E,SI2,2,2228.65612882991
2164,1.01,Ideal,5,H,SI1,3,5215.4483770749
2165,1,Very Good,3,F,SI2,2,4690.39578463151
2166,0.46,Very Good,3,D,VS2,5,1790.13416079776
2167,0.92,Good,2,H,VS1,4,5044.78141950954
2168,1.61,Premium,4,I,SI1,3,9944.83524465882
2169,0.31,Very Good,3,I,VVS2,6,-247.802730531316
2170,0.31,Ideal,5,D,VVS2,6,1343.63841333641
2171,0.77,Ideal,5,H,VS2,5,3729.04729730177
2172,1.2,Very Good,3,J,SI1,3,5398.88767789446
2173,0.78,Ideal,5,G,SI1,3,3638.98310471381
2174,0.4,Ideal,5,E,SI2,2,-398.608035160746
2175,0.56,Ideal,5,G,VS1,4,2647.87579051339
2176,0.31,Premium,4,H,IF,8,717.654089186523
2177,0.41,Ideal,5,H,VVS1,7,1370.22574817915
2178,0.32,Premium,4,I,SI1,3,-1519.92615747856
2179,0.38,Ideal,5,E,VS1,4,1341.45888149508
2180,0.3,Ideal,5,E,VS2,5,312.920399543895
2181,1.25,Ideal,5,I,VS2,5,7519.7782694269
2182,1.79,Premium,4,I,VS1,4,12508.6927063149
2183,0.43,Ideal,5,D,VS2,5,1673.52671269861
2184,0.35,Ideal,5,E,VS2,5,757.290996525963
2185,0.31,Premium,4,E,IF,8,1478.61080306009
2186,0.71,Premium,4,F,SI1,3,3088.9195378554
2187,0.51,Fair,1,G,SI1,3,222.291682462367
2188,0.32,Ideal,5,D,VS2,5,695.911399338057
2189,0.53,Ideal,5,D,SI2,2,961.998277993969
2190,1,Very Good,3,E,SI2,2,4783.82421853399
2191,0.7,Ideal,5,E,SI1,3,3221.30738965964
2192,1.7,Very Good,3,H,SI2,2,10244.0558624094
2193,1.17,Ideal,5,G,VS2,5,7751.65154691475
2194,0.8,Very Good,3,H,VS2,5,3845.65474540093
2195,0.38,Premium,4,F,SI1,3,156.073597773743
2196,0.3,Ideal,5,G,SI2,2,-1580.66646924202
2197,0.55,Ideal,5,E,SI1,3,1888.19559871343
2198,0.7,Fair,1,H,VS1,4,2407.38378975848
2199,0.31,Ideal,5,D,VS2,5,607.037279941643
2200,2.01,Very Good,3,H,I1,1,10382.2832262099
2201,0.63,Ideal,5,J,SI2,2,-470.614060539013
2202,0.7,Fair,1,F,VS1,4,3074.91206972956
2203,1.59,Ideal,5,H,VS2,5,11016.7250878077
2204,0.38,Ideal,5,F,SI1,3,283.907135071913
2205,0.5,Ideal,5,G,VVS2,6,2533.6866807498
2206,1,Good,2,H,VS1,4,5755.77437468085
2207,0.52,Ideal,5,D,SI1,3,1826.81600152553
2208,0.31,Ideal,5,E,VS2,5,401.794518940308
2209,0.41,Premium,4,G,VS2,5,869.384935489137
2210,1.21,Premium,4,E,SI2,2,6672.3620986506
2211,0.64,Premium,4,F,VS2,5,3113.37848782131
2212,0.7,Very Good,3,F,VS2,5,3624.44183140787
2213,0.31,Good,2,H,VS2,5,-694.085390451575
2214,0.82,Ideal,5,H,VVS1,7,5014.06464343212
2215,1.06,Ideal,5,E,SI2,2,5467.08384500257
2216,0.54,Very Good,3,E,SI1,3,1649.30656922693
2217,1.52,Very Good,3,F,SI2,2,9311.84999324502
2218,1.5,Very Good,3,J,VVS2,6,9448.29017892245
2219,0.59,Very Good,3,D,VS1,4,3263.04323973101
2220,1.17,Very Good,3,H,SI1,3,6487.41937732743
2221,0.8,Ideal,5,D,SI1,3,4315.29134462511
2222,1.03,Premium,4,H,SI2,2,4311.67123564158
2223,0.51,Ideal,5,G,VVS1,7,2726.60641589972
2224,0.73,Ideal,5,G,SI2,2,2240.92066480377
2225,0.51,Ideal,5,E,SI1,3,1532.69912112778
2226,0.31,Premium,4,G,VS2,5,-19.3562584750016
2227,0.38,Very Good,3,I,VS1,4,-44.7395013713167
2228,1.52,Good,2,J,VS2,5,8704.52899889228
2229,1.24,Premium,4,G,IF,8,9450.58666680943
2230,1.02,Ideal,5,H,SI1,3,5304.32249647131
2231,0.3,Ideal,5,I,VVS2,6,-186.661939837642
2232,0.39,Premium,4,E,VS2,5,984.953936813449
2233,0.76,Good,2,D,VS2,5,4271.44945726195
2234,0.52,Premium,4,F,VS2,5,2046.88905506434
2235,1.02,Premium,4,E,VS2,5,6584.02345878752
2236,0.4,Ideal,5,G,VS2,5,908.344353390893
2237,0.52,Ideal,5,D,VVS2,6,3209.9949206611
2238,0.52,Very Good,3,D,VS2,5,2323.37887717624
2239,0.63,Premium,4,F,SI1,3,2377.92658268409
2240,0.32,Premium,4,E,VVS2,6,1099.43623443332
2241,0.4,Premium,4,D,VVS2,6,2015.67195060597
2242,0.74,Ideal,5,E,SI2,2,2623.11202431732
2243,1.07,Ideal,5,H,SI2,2,4795.00125052541
2244,3.01,Good,2,I,SI2,2,21226.4304590086
2245,0.31,Premium,4,G,VVS2,6,717.244874919769
2246,0.54,Ideal,5,J,VVS1,7,1170.43524271032
2247,0.7,Very Good,3,G,SI1,3,2777.97523945241
2248,2.48,Premium,4,I,SI1,3,17676.8836321468
2249,0.3,Ideal,5,H,VS2,5,-448.036314329674
2250,0.9,Good,2,I,SI2,2,2473.99126636532
2251,0.33,Premium,4,G,VVS1,7,999.038729466102
2252,1.3,Premium,4,G,VS2,5,8779.18156176996
2253,1.14,Good,2,G,SI2,2,5549.83636453842
2254,0.62,Ideal,5,H,VVS1,7,3236.58225550384
2255,0.31,Premium,4,E,VS1,4,591.506508422011
2256,0.3,Ideal,5,G,IF,8,1224.25298084471
2257,1.02,Ideal,5,E,SI1,3,6065.27921034488
2258,0.53,Ideal,5,G,VS2,5,2063.70790554427
2259,1.08,Premium,4,G,SI2,2,5223.68130638008
2260,1.01,Premium,4,F,SI2,2,4801.45127681984
2261,1.13,Fair,1,H,SI2,2,4311.15576835562
2262,1.7,Ideal,5,F,VS2,5,12661.8686811393
2263,0.42,Ideal,5,F,VS1,4,1603.52692517825
2264,1.08,Ideal,5,E,VS1,4,7562.64723924404
2265,0.77,Premium,4,J,VS2,5,2246.05970238139
2266,1.11,Ideal,5,G,VS2,5,7218.40683053627
2267,1.12,Ideal,5,E,SI2,2,6000.32856138105
2268,1.2,Premium,4,H,VS1,4,7740.34642082927
2269,1.02,Very Good,3,F,VS1,4,6785.95917887299
2270,0.33,Ideal,5,G,VVS2,6,1022.82665101077
2271,0.31,Very Good,3,G,VVS1,7,799.109117881356
2272,1.25,Premium,4,J,SI1,3,5865.43964766844
2273,1.25,Premium,4,H,VS2,5,7867.17149103147
2274,0.3,Ideal,5,E,VVS2,6,1049.52153293867
2275,1.11,Ideal,5,G,VS2,5,7218.40683053627
2276,0.61,Ideal,5,F,VS2,5,2974.58966693024
2277,1.26,Very Good,3,G,SI1,3,7754.92592565159
2278,0.32,Ideal,5,D,SI1,3,49.3336135972513
2279,1.5,Premium,4,I,VS1,4,9931.34324381894
2280,0.39,Ideal,5,F,SI1,3,372.781254468327
2281,1.73,Premium,4,H,SI2,2,10532.8595933905
2282,1,Ideal,5,I,SI2,2,3697.65565584778
2283,2.39,Very Good,3,J,VS1,4,16939.0311985884
2284,1.52,Premium,4,H,SI1,3,9620.19492899383
2285,0.33,Ideal,5,D,SI2,2,-815.484109934307
2286,0.31,Ideal,5,I,VVS1,7,6.25779531227636
2287,1.2,Very Good,3,F,SI1,3,7421.57001548775
2288,0.36,Ideal,5,D,VVS2,6,1788.00901031848
2289,0.31,Ideal,5,I,VS2,5,-834.388953835999
2290,0.37,Ideal,5,E,VS2,5,935.039235318791
2291,2.59,Ideal,5,J,VS1,4,18866.5284966067
2292,0.56,Ideal,5,E,VS2,5,2623.64750385065
2293,1.01,Premium,4,F,SI1,3,5755.14311974781
2294,0.71,Ideal,5,F,SI1,3,3216.75307515357
2295,0.4,Very Good,3,G,SI2,2,-841.940185367974
2296,1.02,Ideal,5,E,SI1,3,6065.27921034488
2297,0.38,Very Good,3,H,SI2,2,-1487.32789791723
2298,1.01,Premium,4,G,SI2,2,4601.56247060519
2299,0.84,Ideal,5,J,VS2,5,2996.01207545445
2300,0.83,Premium,4,J,SI1,3,2132.72663301906
2301,0.31,Premium,4,I,VVS2,6,-225.621357739398
2302,2.01,Premium,4,J,SI2,2,11666.1808788679
2303,0.43,Ideal,5,F,VVS1,7,2215.50226694306
2304,0.34,Ideal,5,F,VS2,5,574.988443227064
2305,0.33,Ideal,5,E,VS1,4,897.08828451301
2306,1,Very Good,3,D,SI2,2,4989.06697953533
2307,0.28,Ideal,5,G,SI1,3,-804.722865106879
2308,0.4,Ideal,5,G,VVS2,6,1644.94548678566
2309,1.08,Ideal,5,H,SI1,3,5837.5672128498
2310,1.19,Fair,1,I,SI1,3,5322.86556875934
2311,1.51,Very Good,3,F,VS1,4,11140.7910292973
2312,0.91,Very Good,3,E,SI2,2,3983.95714396627
2313,0.43,Premium,4,G,VS2,5,1047.13317428196
2314,1.01,Ideal,5,E,VS2,5,6622.98287668927
2315,0.53,Ideal,5,F,VS2,5,2263.59671175893
2316,0.33,Very Good,3,D,VVS1,7,1475.41735779266
2317,1.11,Premium,4,F,SI2,2,5690.19247078398
2318,1.02,Premium,4,F,VS1,4,6808.14055166491
2319,1.01,Premium,4,F,SI1,3,5755.14311974781
2320,0.9,Premium,4,H,SI1,3,4109.99952641618
2321,1.03,Ideal,5,D,VVS2,6,7742.57500987821
2322,0.42,Ideal,5,D,VVS2,6,2321.25372669697
2323,0.51,Ideal,5,G,VS1,4,2203.50519353132
2324,0.71,Ideal,5,E,VVS2,6,4693.36042819163
2325,1.6,Ideal,5,J,VS2,5,9750.4451495819
2326,0.64,Very Good,3,D,VS2,5,3389.86830993321
2327,1.07,Premium,4,F,SI1,3,6288.3878361263
2328,0.63,Ideal,5,J,SI1,3,483.077782388959
2329,0.43,Premium,4,F,VS2,5,1247.02198049662
2330,0.34,Premium,4,G,VS2,5,247.26609971424
2331,0.3,Good,2,G,VS1,4,2.2254906883154
2332,1,Very Good,3,F,SI1,3,5644.08762755948
2333,1.01,Very Good,3,E,VS2,5,6472.96796659919
2334,1.23,Good,2,J,SI1,3,5480.60175065547
2335,1.02,Premium,4,H,SI1,3,5176.48895917314
2336,2.01,Fair,1,E,SI2,2,12893.0349891136
2337,0.82,Ideal,5,F,SI2,2,3240.67654558615
2338,0.32,Ideal,5,F,VS2,5,397.240204434236
2339,0.71,Premium,4,F,SI1,3,3088.9195378554
2340,0.4,Very Good,3,E,SI2,2,-548.622945250834
2341,0.4,Very Good,3,J,IF,8,140.185733340114
2342,0.51,Ideal,5,I,VS2,5,943.093434092278
2343,0.32,Good,2,D,VS2,5,360.988203819744
2344,0.42,Ideal,5,G,VVS2,6,1822.69372557849
2345,0.32,Very Good,3,I,VS1,4,-577.984217749799
2346,1.66,Premium,4,J,VVS2,6,10892.457462057
2347,1.56,Very Good,3,I,SI1,3,9478.28327488483
2348,1.5,Very Good,3,J,I1,1,4494.54907937054
2349,0.31,Ideal,5,E,IF,8,1606.44434035826
2350,0.7,Good,2,E,VS2,5,3532.96197988213
2351,0.7,Ideal,5,F,SI1,3,3127.87895575715
2352,0.72,Ideal,5,H,SI2,2,1684.40707165093
2353,0.52,Ideal,5,D,SI2,2,873.124158597555
2354,0.41,Very Good,3,F,VVS1,7,1887.73911806015
2355,0.9,Very Good,3,H,VS1,4,5051.94146614494
2356,2.06,Ideal,5,I,VS2,5,14718.5819405364
2357,0.72,Ideal,5,I,VS1,4,3126.99546819684
2358,0.38,Premium,4,E,VS2,5,896.079817417035
2359,0.51,Ideal,5,E,VS2,5,2179.27690686858
2360,0.31,Premium,4,G,VVS1,7,821.290490673274
2361,0.71,Very Good,3,J,SI1,3,1044.05582747018
2362,2.22,Ideal,5,I,VS2,5,16140.567850879
2363,1.24,Ideal,5,D,VVS2,6,9608.9315172029
2364,1.02,Premium,4,F,VS2,5,6490.59502488503
2365,0.78,Ideal,5,H,VVS2,6,4554.52255009296
2366,0.34,Good,2,E,SI1,3,-313.08410412957
2367,1.25,Premium,4,H,SI2,2,6266.90186236269
2368,0.71,Ideal,5,G,VS1,4,3980.98758145959
2369,0.7,Premium,4,E,SI1,3,3093.47385236147
2370,0.3,Premium,4,J,VS2,5,-1931.02390925006
2371,1.03,Ideal,5,D,SI1,3,6359.39609074263
2372,0.53,Ideal,5,E,VS2,5,2357.02514566141
2373,0.4,Premium,4,F,VVS2,6,1717.00075570215
2374,0.57,Premium,4,D,VS1,4,3107.47637373011
2375,1.01,Fair,1,E,SI1,3,4959.3148924002
2376,0.71,Good,2,D,VS1,4,4144.62438705975
2377,1.21,Ideal,5,G,VS1,4,8424.69355128028
2378,1.54,Premium,4,I,SI2,2,8369.02456595595
2379,0.32,Premium,4,I,VS1,4,-555.802844957881
2380,0.93,Premium,4,G,VS2,5,5490.83914410265
2381,0.71,Premium,4,D,VS2,5,4034.16851850002
2382,2.33,Ideal,5,I,VS2,5,17118.1831642396
2383,0.52,Premium,4,G,SI1,3,1200.42246310888
2384,2.01,Premium,4,J,SI2,2,11666.1808788679
2385,0.53,Ideal,5,E,VS2,5,2357.02514566141
2386,0.57,Premium,4,G,VS2,5,2291.37084583176
2387,0.58,Good,2,G,SI1,3,1526.57752126722
2388,0.31,Premium,4,E,VS2,5,273.960981642138
2389,0.31,Good,2,H,VVS1,7,146.5613586967
2390,0.34,Ideal,5,E,VS2,5,668.41687712955
2391,1.01,Good,2,E,SI2,2,4687.79005250218
2392,1.08,Ideal,5,G,VS1,4,7269.3299991269
2393,0.33,Ideal,5,I,VS1,4,-339.095188263297
2394,1.11,Very Good,3,E,VS1,4,7679.2546873432
2395,0.3,Ideal,5,E,VS2,5,312.920399543895
2396,1.01,Very Good,3,I,VS1,4,5554.33002060275
2397,1.73,Good,2,E,I1,1,8469.85631155562
2398,1.5,Premium,4,H,SI2,2,8488.75484727303
2399,1.02,Premium,4,G,VVS1,7,7131.35296781865
2400,0.34,Ideal,5,G,IF,8,1579.74945843036
2401,1.04,Good,2,F,SI2,2,4860.98397678894
